permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,first_funding_year,last_funding_year
/organization/appdirect,AppDirect,http://www.appdirect.com,Apps|Enterprise Software|IaaS|PaaS|SaaS,245750000,operating,USA,CA,SF Bay Area,San Francisco,6,2009-07-17,2009-07,2009-Q3,2009,2011-04-28,2015-10-07,2011,2015
/organization/sungevity,Sungevity,http://www.sungevity.com,Clean Technology,245500000,operating,USA,CA,SF Bay Area,Oakland,8,2008-01-01,2008-01,2008-Q1,2008,2007-12-12,2015-07-25,2007,2015
/organization/glammedia,Mode Media (fka Glam Media),http://www.corp.mode.com,Content Creators|Curated Web|Fashion|Lifestyle|Media|Social Network Media|Video Streaming,244600000,operating,USA,CA,SF Bay Area,Brisbane,11,2003-09-01,2003-09,2003-Q3,2003,2004-07-01,2015-05-21,2004,2015
/organization/kabam,Kabam,http://www.kabam.com,Games|Networking|Social Games|Social Media|Web Development,244500000,operating,USA,CA,SF Bay Area,San Francisco,6,2006-11-01,2006-11,2006-Q4,2006,2007-09-01,2014-07-31,2007,2014
/organization/solarflare,Solarflare Communications,http://www.solarflare.com,Enterprise Software,242948825,operating,USA,CA,Anaheim,Irvine,19,2005-01-01,2005-01,2005-Q1,2005,2005-02-28,2015-01-05,2005,2015
/organization/zuora,Zuora,http://www.zuora.com,Billing|SaaS|Software,242500000,operating,USA,CA,SF Bay Area,Foster City,6,2007-01-01,2007-01,2007-Q1,2007,2008-03-13,2015-03-11,2008,2015
/organization/renewable-energy-trust-capital,Renewable Energy Trust Capital,http://renewabletrust.com/,Banking,239000000,operating,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2011-01,2011-Q1,2011,2015-07-14,2015-07-14,2015,2015
/organization/soft-machines,Soft Machines,http://smachines.com,Semiconductors,235687795,operating,USA,CA,SF Bay Area,Santa Clara,6,2006-01-01,2006-01,2006-Q1,2006,2009-08-05,2015-01-20,2009,2015
/organization/freedom-financial-network,Freedom Financial Network,http://freedomfinancialnetwork.com,Finance Technology|FinTech|Local Businesses,235000000,operating,USA,CA,SF Bay Area,San Mateo,2,2002-01-01,2002-01,2002-Q1,2002,2013-12-11,2014-05-05,2013,2014
/organization/hotchalk,Hotchalk,http://www.hotchalk.com,EdTech|Education,235000000,operating,USA,CA,SF Bay Area,Campbell,2,2004-01-01,2004-01,2004-Q1,2004,2008-01-28,2015-11-06,2008,2015
/organization/twilio,Twilio,http://www.twilio.com,Enterprise Software,233700000,operating,USA,CA,SF Bay Area,San Francisco,6,2008-01-01,2008-01,2008-Q1,2008,2009-01-01,2015-07-29,2009,2015
/organization/okta,Okta,http://www.okta.com,Enterprise Software,230000000,operating,USA,CA,SF Bay Area,San Francisco,8,2009-01-01,2009-01,2009-Q1,2009,2009-09-02,2015-09-08,2009,2015
/organization/ragingwire,RagingWire,http://www.ragingwire.com,Data Centers|Enterprise Software|Geospatial,230000000,operating,USA,CA,Sacramento,Sacramento,1,2000-01-01,2000-01,2000-Q1,2000,2013-09-18,2013-09-18,2013,2013
/organization/coda-automotive,Coda Automotive,http://www.codaautomotive.com,Clean Technology,229000000,operating,USA,CA,Los Angeles,Los Angeles,5,2009-01-01,2009-01,2009-Q1,2009,2009-07-28,2011-09-20,2009,2011
/organization/23andme,23andMe,http://23andme.com,Biotechnology|Search,227049900,operating,USA,CA,SF Bay Area,Mountain View,8,2006-04-01,2006-04,2006-Q2,2006,2005-11-02,2015-07-03,2005,2015
/organization/ligand-pharmaceuticals,Ligand Pharmaceuticals,http://www.ligand.com,Biotechnology,225000000,ipo,USA,CA,San Diego,San Diego,1,1987-01-01,1987-01,1987-Q1,1987,2014-08-14,2014-08-14,2014,2014
/organization/one-kings-lane,One Kings Lane,http://www.onekingslane.com,E-Commerce|Furniture|Home & Garden,225000000,operating,USA,CA,SF Bay Area,San Francisco,6,2009-01-01,2009-01,2009-Q1,2009,2009-12-06,2014-08-01,2009,2014
/organization/solexel-inc,Solexel,http://solexel.com,Clean Technology,223920614,operating,USA,CA,SF Bay Area,Milpitas,7,2005-01-01,2005-01,2005-Q1,2005,2012-04-01,2015-08-16,2012,2015
/organization/the-honest-company,Honest Co.,http://www.honest.com,E-Commerce,222000000,operating,USA,CA,Los Angeles,Santa Monica,4,2011-01-01,2011-01,2011-Q1,2011,2012-03-23,2015-08-14,2012,2015
/organization/visto,Visto,http://www.visto.com,Mobile,221400000,operating,USA,CA,SF Bay Area,Sunnyvale,6,1996-01-01,1996-01,1996-Q1,1996,2003-06-23,2011-01-01,2003,2011
/organization/transphorm,Transphorm,http://www.transphormusa.com,Clean Technology,221200001,operating,USA,CA,Santa Barbara,Goleta,9,2007-01-01,2007-01,2007-Q1,2007,2010-05-05,2015-06-22,2010,2015
/organization/bluearc,BlueArc,http://www.bluearc.com,Web Hosting,221000000,acquired,USA,CA,SF Bay Area,San Jose,7,1998-01-01,1998-01,1998-Q1,1998,1998-01-01,2010-07-28,1998,2010
/organization/arena-pharmaceuticals,Arena Pharmaceuticals,http://www.arenapharm.com,Biotechnology,220260000,ipo,USA,CA,San Diego,San Diego,3,1977-01-01,1977-01,1977-Q1,1977,2009-06-17,2012-01-11,2009,2012
/organization/maplebear,Maplebear,http://www.maplebear.in/,Education,220164327,operating,USA,CA,SF Bay Area,San Francisco,1,2011-04-01,2011-04,2011-Q2,2011,2015-07-10,2015-07-10,2015,2015
/organization/blackline,BlackLine,http://www.blackline.com,Enterprise Software|SaaS,220000000,operating,USA,CA,Los Angeles,Woodland Hills,1,2001-01-01,2001-01,2001-Q1,2001,2013-08-16,2013-08-16,2013,2013
/organization/mirantis,Mirantis,http://www.mirantis.com,Cloud Computing|Enterprise Software|Infrastructure|Open Source,220000000,operating,USA,CA,SF Bay Area,Mountain View,4,2011-01-11,2011-01,2011-Q1,2011,2013-01-10,2015-08-24,2013,2015
/organization/stion-corporation,Stion,http://www.stion.com,Clean Technology,220000000,operating,USA,CA,SF Bay Area,San Jose,4,2006-01-01,2006-01,2006-Q1,2006,2007-06-27,2012-12-12,2007,2012
/organization/new-relic,New Relic,http://newrelic.com,Analytics|Application Performance Monitoring|Cloud Computing|SaaS|Software,214500000,ipo,USA,CA,SF Bay Area,San Francisco,6,2008-02-01,2008-02,2008-Q1,2008,2008-04-01,2014-04-28,2008,2014
/organization/houzz,Houzz,http://www.houzz.com,Curated Web|Design|Home Renovation,213600000,operating,USA,CA,SF Bay Area,Palo Alto,4,2009-01-01,2009-01,2009-Q1,2009,2010-11-11,2014-10-01,2010,2014
/organization/gct-semiconductor,GCT Semiconductor,http://www.gctsemi.com,Semiconductors,212528399,operating,USA,CA,SF Bay Area,San Jose,8,2000-01-01,2000-01,2000-Q1,2000,1999-10-01,2014-09-11,1999,2014
/organization/isis-pharmaceuticals,Isis Pharmaceuticals,http://www.isispharm.com,Biotechnology,212250000,ipo,USA,CA,San Diego,Carlsbad,2,1989-01-01,1989-01,1989-Q1,1989,2012-08-27,2014-07-02,2012,2014
/organization/solfocus,SolFocus,http://www.solfocus.com,Clean Technology|Solar,211403000,closed,USA,CA,SF Bay Area,San Jose,8,2005-11-01,2005-11,2005-Q4,2005,2006-03-01,2012-04-01,2006,2012
/organization/flipboard,Flipboard,http://www.flipboard.com,News,210500000,operating,USA,CA,SF Bay Area,Palo Alto,5,2010-12-01,2010-12,2010-Q4,2010,2010-07-20,2015-07-23,2010,2015
/organization/nextdoor,Nextdoor,http://nextdoor.com,Communities|Privacy|Social Media,210200000,operating,USA,CA,SF Bay Area,San Francisco,4,2010-01-01,2010-01,2010-Q1,2010,2012-07-24,2015-03-03,2012,2015
/organization/oversee,Oversee.net,http://www.oversee.net,Advertising|Lead Generation,210000000,operating,USA,CA,Los Angeles,Los Angeles,2,2000-01-01,2000-01,2000-Q1,2000,2007-01-01,2008-01-01,2007,2008
/organization/vital-therapies,Vital Therapies,http://www.vitaltherapies.com,Biotechnology|Health Care,205868476,ipo,USA,CA,San Diego,San Diego,8,2003-01-01,2003-01,2003-Q1,2003,2007-10-10,2014-03-07,2007,2014
/organization/jasper-wireless,Jasper,http://www.jasper.com,Cloud Computing|Internet of Things|M2M|Mobile|SaaS,205300000,operating,USA,CA,SF Bay Area,Santa Clara,6,2004-01-01,2004-01,2004-Q1,2004,2005-06-01,2014-04-16,2005,2014
/organization/servicemax,ServiceMax,http://www.servicemax.com,Enterprise Software,204000000,operating,USA,CA,SF Bay Area,Pleasanton,6,2007-01-01,2007-01,2007-Q1,2007,2008-11-04,2015-08-26,2008,2015
/organization/d-b-company,Dun & Bradstreet Credibility Corporation,http://dandb.com,B2B|Big Data|Business Services|Credit|Finance|Financial Services,200000000,acquired,USA,CA,Los Angeles,Malibu,1,2010-07-01,2010-07,2010-Q3,2010,2010-07-29,2010-07-29,2010,2010
/organization/edf-renewable-energy,EDF Renewable Energy,http://www.edf-re.com,Clean Technology,200000000,operating,USA,CA,San Diego,San Diego,1,1987-01-01,1987-01,1987-Q1,1987,2013-01-10,2013-01-10,2013,2013
/organization/semyou,SEMYOU,http://www.semyou.com,Cloud Computing|Enterprise Software|SaaS|Software,200000000,operating,USA,CA,Los Angeles,Los Angeles,1,2011-03-03,2011-03,2011-Q1,2011,2015-09-28,2015-09-28,2015,2015
/organization/eventbrite,Eventbrite,http://www.eventbrite.com,Event Management|Events|Online Reservations|Ticketing,199575000,operating,USA,CA,SF Bay Area,San Francisco,10,2006-01-01,2006-01,2006-Q1,2006,2006-11-01,2014-03-13,2006,2014
/organization/anacor-pharmaceutical,Anacor Pharmaceutical,http://www.anacor.com,Biotechnology|Health Care,198500000,ipo,USA,CA,SF Bay Area,Palo Alto,8,2000-01-01,2000-01,2000-Q1,2000,2002-11-01,2013-06-12,2002,2013
/organization/blu-homes,Blu Homes,http://www.bluhomes.com,Real Estate,197500000,operating,USA,CA,SF Bay Area,Vallejo,5,2008-01-01,2008-01,2008-Q1,2008,2011-05-05,2015-01-14,2011,2015
/organization/paypal,PayPal,https://www.paypal.com/home,E-Commerce|Finance|FinTech|Mobile Payments|P2P Money Transfer|Payments,197000000,acquired,USA,CA,SF Bay Area,San Jose,5,1998-12-01,1998-12,1998-Q4,1998,1999-01-01,2001-02-16,1999,2001
/organization/oncomed-pharmaceuticals,OncoMed Pharmaceuticals,http://www.oncomed.com,Biotechnology|Health Care,196249996,ipo,USA,CA,SF Bay Area,Redwood City,3,2004-08-01,2004-08,2004-Q3,2004,2008-11-04,2013-12-06,2008,2013
/organization/invitae-corporation,Invitae,http://invitae.com,Biotechnology,195502111,ipo,USA,CA,SF Bay Area,San Francisco,5,2012-01-01,2012-01,2012-Q1,2012,2010-09-15,2014-10-13,2010,2014
/organization/oneroof-energy,OneRoof Energy,http://www.oneroofenergy.com,Clean Technology,195249815,ipo,USA,CA,San Diego,San Diego,10,2009-01-01,2009-01,2009-Q1,2009,2011-09-22,2015-05-12,2011,2015
/organization/neophotonics,NeoPhotonics,http://www.neophotonics.com,Semiconductors|Web Hosting,194673840,ipo,USA,CA,SF Bay Area,San Jose,6,1997-01-01,1997-01,1997-Q1,1997,2004-03-18,2012-05-07,2004,2012
/organization/ambit-biosciences,Ambit Biosciences,http://www.ambitbio.com,Biotechnology,193727869,acquired,USA,CA,San Diego,San Diego,7,2000-01-01,2000-01,2000-Q1,2000,2005-05-12,2012-11-06,2005,2012
/organization/esolar,eSolar,http://www.esolar.com,Clean Technology|Green,192000000,operating,USA,CA,Los Angeles,Pasadena,3,2007-01-01,2007-01,2007-Q1,2007,2008-04-21,2013-09-17,2008,2013
/organization/aquantia,Aquantia,http://www.aquantia.com,Semiconductors,190624633,operating,USA,CA,SF Bay Area,Milpitas,8,2004-01-01,2004-01,2004-Q1,2004,2005-09-27,2015-04-10,2005,2015
/organization/datastax,DataStax,http://datastax.com,Big Data|Databases,189700000,operating,USA,CA,SF Bay Area,Santa Clara,6,2010-03-31,2010-03,2010-Q1,2010,2010-04-23,2014-09-04,2010,2014
/organization/violin-memory,Violin Memory,http://www.violin-memory.com/,Semiconductors|Storage|Technology,187884937,ipo,USA,CA,SF Bay Area,Santa Clara,7,2005-01-01,2005-01,2005-Q1,2005,2009-06-03,2013-02-14,2009,2013
/organization/financialforce-com,FinancialForce.com,http://www.financialforce.com,Accounting|Cloud Computing|Enterprise Resource Planning|Software,186300000,operating,USA,CA,SF Bay Area,San Francisco,6,2009-01-01,2009-01,2009-Q1,2009,2009-10-01,2015-03-26,2009,2015
/organization/apttus,Apttus,http://www.apttus.com,CRM|SaaS|Software,186000000,operating,USA,CA,SF Bay Area,San Mateo,3,2006-01-01,2006-01,2006-Q1,2006,2013-09-17,2015-09-01,2013,2015
/organization/opsware,Opsware,http://www.opsware.com,Software,186000000,acquired,USA,CA,SF Bay Area,Sunnyvale,3,1999-09-01,1999-09,1999-Q3,1999,1999-11-01,2000-06-27,1999,2000
/organization/trion-world-network,Trion Worlds,http://www.trionworlds.com,Games,185000000,operating,USA,CA,SF Bay Area,Redwood City,3,2006-01-01,2006-01,2006-Q1,2006,2007-07-09,2012-01-19,2007,2012
/organization/auris-surgical-robotics,Auris Surgical Robotics,http://aurisrobotics.com/,Biotechnology,184052388,operating,USA,CA,SF Bay Area,Redwood City,3,2007-01-01,2007-01,2007-Q1,2007,2009-06-04,2015-09-23,2009,2015
/organization/sequenom,Sequenom,http://www.sequenom.com,Biotechnology|Health Diagnostics,183117265,ipo,USA,CA,San Diego,San Diego,3,1994-01-01,1994-01,1994-Q1,1994,2009-12-29,2012-09-24,2009,2012
/organization/planet-labs,Planet Labs,http://www.planet.com/,Aerospace|Geospatial,183100000,operating,USA,CA,SF Bay Area,San Francisco,5,2010-12-29,2010-12,2010-Q4,2010,2013-06-25,2015-04-14,2013,2015
/organization/impossible-foods,Impossible Foods,http://impossiblefoods.com/,Hospitality,183000000,operating,USA,CA,SF Bay Area,Redwood City,2,2011-01-01,2011-01,2011-Q1,2011,2014-10-14,2015-10-06,2014,2015
/organization/cloudflare,CloudFlare,http://www.cloudflare.com,Enterprise Software|Security,182050000,operating,USA,CA,SF Bay Area,San Francisco,4,2009-07-01,2009-07,2009-Q3,2009,2009-11-25,2015-09-22,2009,2015
/organization/solarreserve,SolarReserve,http://www.solar-reserve.com,Clean Technology,182000000,operating,USA,CA,Los Angeles,Santa Monica,3,2007-01-01,2007-01,2007-Q1,2007,2008-09-16,2011-10-24,2008,2011
/organization/aristos-logic,Aristos Logic,http://www.aristoslogic.com,Hardware + Software,181860000,acquired,USA,CA,"Orange County, California",Foothill Ranch,7,2000-01-01,2000-01,2000-Q1,2000,2001-12-18,2007-08-02,2001,2007
/organization/castlight-health,Castlight Health,http://www.castlighthealth.com,Health and Wellness|Technology,180999999,ipo,USA,CA,SF Bay Area,San Francisco,5,2008-01-01,2008-01,2008-Q1,2008,2008-04-01,2012-05-01,2008,2012
/organization/meru-networks,Meru Networks,http://www.merunetworks.com,Communications Hardware|Mobile|Technology,180600000,acquired,USA,CA,SF Bay Area,Sunnyvale,7,2002-01-01,2002-01,2002-Q1,2002,2004-04-22,2012-06-07,2004,2012
/organization/atyr-pharma,aTyr Pharma,http://www.atyrpharma.com,Biotechnology,180500000,ipo,USA,CA,San Diego,San Diego,6,2005-01-01,2005-01,2005-Q1,2005,2007-04-18,2015-03-31,2007,2015
/organization/docker,Docker,https://www.docker.com,Development Platforms|Open Source|Software,180000000,operating,USA,CA,SF Bay Area,San Francisco,5,2010-01-01,2010-01,2010-Q1,2010,2011-03-15,2015-11-09,2011,2015
/organization/gogoro,Gogoro,http://gogoro.com,Energy,180000000,operating,USA,CA,SF Bay Area,San Francisco,3,2011-01-01,2011-01,2011-Q1,2011,2011-01-01,2015-11-17,2011,2015
/organization/smartdrive-systems,SmartDrive Systems,http://smartdrive.net,Analytics,178149887,operating,USA,CA,San Diego,San Diego,6,2004-01-01,2004-01,2004-Q1,2004,2007-01-23,2015-03-30,2007,2015
/organization/adaptive-insights,Adaptive Insights,http://www.adaptiveinsights.com/,Analytics|Business Analytics|Cloud Data Services|Software,176275000,operating,USA,CA,SF Bay Area,Palo Alto,7,2003-04-01,2003-04,2003-Q2,2003,2003-09-01,2015-06-30,2003,2015
/organization/rigel-pharmaceuticals,Rigel Pharmaceuticals,http://www.rigel.com,Biotechnology,176000000,ipo,USA,CA,SF Bay Area,South San Francisco,2,1996-01-01,1996-01,1996-Q1,1996,2003-06-27,2011-05-27,2003,2011
/organization/marklogic,MarkLogic,http://www.marklogic.com,Content|Enterprise Search|Enterprise Software|Web Development,175563361,operating,USA,CA,SF Bay Area,San Carlos,7,2003-01-01,2003-01,2003-Q1,2003,2002-01-01,2015-05-11,2002,2015
/organization/amgen,Amgen,http://www.amgen.com,Biotechnology,175463420,ipo,USA,CA,Los Angeles,Thousand Oaks,1,1985-01-01,1985-01,1985-Q1,1985,2012-03-12,2012-03-12,2012,2012
/organization/blue-jeans-network,Blue Jeans Network,http://bluejeans.com,Chat|Collaboration|Enterprise Software|SaaS|Software|Video Conferencing,175000000,operating,USA,CA,SF Bay Area,Mountain View,5,2009-01-01,2009-01,2009-Q1,2009,2009-11-01,2015-09-23,2009,2015
/organization/workday,Workday,http://www.workday.com,Colleges|Enterprise Software|Finance|FinTech|Human Resources|SaaS|Technology|Web Development,175000000,ipo,USA,CA,SF Bay Area,Pleasanton,3,2005-03-01,2005-03,2005-Q1,2005,2005-01-01,2011-10-24,2005,2011
/organization/mapr-technologies,MapR Technologies,http://www.mapr.com,Analytics|Big Data|Big Data Analytics|Cloud Computing|Enterprises|Open Source|Software,173999994,operating,USA,CA,SF Bay Area,San Jose,5,2009-01-01,2009-01,2009-Q1,2009,2009-07-22,2014-06-30,2009,2014
/organization/ignyta,Ignyta,http://www.ignyta.com,Biotechnology|Health Care,173500000,ipo,USA,CA,San Diego,San Diego,7,2011-01-01,2011-01,2011-Q1,2011,2012-12-31,2015-11-16,2012,2015
/organization/apigee,Apigee,http://www.apigee.com,Cloud Data Services|Enterprise Software,173000000,ipo,USA,CA,SF Bay Area,Palo Alto,7,2004-06-01,2004-06,2004-Q2,2004,2005-04-01,2014-04-29,2005,2014
/organization/rockyou,RockYou,http://www.rockyou.com,Facebook Applications|Games|Messaging|Mobile|Online Gaming|Online Video Advertising|Web Tools,172725336,operating,USA,CA,SF Bay Area,San Francisco,12,2005-11-01,2005-11,2005-Q4,2005,2006-05-01,2015-03-02,2006,2015
/organization/heartflow,HeartFlow,http://heartflow.com,Biotechnology|Health Diagnostics,172715918,operating,USA,CA,SF Bay Area,Redwood City,5,2007-01-01,2007-01,2007-Q1,2007,2010-04-19,2015-02-13,2010,2015
/organization/celladon,Celladon,http://www.celladon.net,Biotechnology,172013496,ipo,USA,CA,San Diego,La Jolla,12,2000-01-01,2000-01,2000-Q1,2000,2005-12-07,2015-11-18,2005,2015
/organization/cymabay-therapeutics,CymaBay Therapeutics,http://www.cymabay.com,Biotechnology,171505694,ipo,USA,CA,SF Bay Area,Hayward,8,1991-01-01,1991-01,1991-Q1,1991,2003-08-29,2015-08-14,2003,2015
/organization/coupa,Coupa Software,http://www.coupa.com,Cloud Infrastructure|Enterprise Software|Procurement|SaaS,169000000,operating,USA,CA,SF Bay Area,San Mateo,7,2006-01-01,2006-01,2006-Q1,2006,2007-03-13,2015-06-01,2007,2015
/organization/agility-communications,Agility Communications,http://www.jdsu.com/,Lasers|Manufacturing|Optical Communications,168000000,acquired,USA,CA,Santa Barbara,Santa Barbara,4,1998-01-01,1998-01,1998-Q1,1998,2000-10-11,2005-03-09,2000,2005
/organization/zogenix,Zogenix,http://www.zogenix.com,Biotechnology|Health Care,167062156,ipo,USA,CA,San Diego,San Diego,6,2006-01-01,2006-01,2006-Q1,2006,2006-08-28,2010-07-13,2006,2010
/organization/quantenna,Quantenna Communications,http://www.quantenna.com,Semiconductors|Wireless,166153980,operating,USA,CA,SF Bay Area,Fremont,11,2006-01-01,2006-01,2006-Q1,2006,2006-05-31,2014-12-17,2006,2014
/organization/symphony-3,Symphony,http://www.symphony.com,Technology,166000000,operating,USA,CA,SF Bay Area,Palo Alto,2,2014-09-30,2014-09,2014-Q3,2014,2014-10-01,2015-10-12,2014,2015
/organization/hyperion,Hyperion Therapeutics,http://www.hyperiontx.com,Biotechnology|Health Care,165961509,acquired,USA,CA,SF Bay Area,South San Francisco,7,2006-01-01,2006-01,2006-Q1,2006,2007-09-05,2011-11-04,2007,2011
/organization/dollar-shave-club,Dollar Shave Club,http://www.dollarshaveclub.com,E-Commerce|Retail,163500000,operating,USA,CA,Los Angeles,Los Angeles,5,2011-01-01,2011-01,2011-Q1,2011,2012-03-06,2015-11-19,2012,2015
/organization/turn,Turn,http://www.turn.com,Advertising|Software,163500000,operating,USA,CA,SF Bay Area,Redwood City,8,2006-01-01,2006-01,2006-Q1,2006,2005-01-01,2014-12-12,2005,2014
/organization/alteryx,"Alteryx, Inc.",http://alteryx.com,Analytics|Data Integration|Predictive Analytics,163000000,operating,USA,CA,Anaheim,Irvine,4,2010-01-01,2010-01,2010-Q1,2010,2011-04-05,2015-10-28,2011,2015
/organization/cortina-systems,Cortina Systems,http://www.cortina-systems.com,Hardware|Hardware + Software|Semiconductors|Software,162000000,acquired,USA,CA,SF Bay Area,Sunnyvale,2,2001-01-01,2001-01,2001-Q1,2001,2005-08-10,2006-09-11,2005,2006
/organization/crescendo-bioscience,Crescendo Bioscience,http://www.crescendobio.com,Biotechnology,161600003,acquired,USA,CA,SF Bay Area,South San Francisco,5,2002-01-01,2002-01,2002-Q1,2002,2008-06-27,2013-01-03,2008,2013
/organization/glassdoor,Glassdoor,https://www.glassdoor.com/index.htm,Career Management|Employment|Recruiting|Social Media,161500000,operating,USA,CA,SF Bay Area,Mill Valley,6,2007-06-01,2007-06,2007-Q2,2007,2008-03-27,2015-01-06,2008,2015
/organization/aperto-networks,Aperto Networks,http://www.apertonet.com,Mobile|Wireless,160279779,acquired,USA,CA,SF Bay Area,Milpitas,15,1999-01-01,1999-01,1999-Q1,1999,1999-01-01,2010-02-10,1999,2010
/organization/udacity,Udacity,http://www.udacity.com,EdTech|Education,160000000,operating,USA,CA,SF Bay Area,Mountain View,4,2011-01-01,2011-01,2011-Q1,2011,2012-01-01,2015-11-11,2012,2015
/organization/zosano-pharma,Zosano Pharma,http://zosanopharma.com,Biotechnology,158688887,ipo,USA,CA,SF Bay Area,Fremont,9,2006-10-01,2006-10,2006-Q4,2006,2007-11-15,2015-02-03,2007,2015
/organization/cameron-health,Cameron Health,http://www.cameronhealth.com,Health Care,158500000,acquired,USA,CA,Anaheim,San Clemente,2,2001-01-01,2001-01,2001-Q1,2001,2008-06-17,2011-05-18,2008,2011
/organization/practice-fusion,Practice Fusion,http://www.practicefusion.com,Electronic Health Records|Health and Wellness|Health Care|Physicians,157519998,operating,USA,CA,SF Bay Area,San Francisco,12,2005-07-10,2005-07,2005-Q3,2005,2009-03-01,2014-10-20,2009,2014
/organization/revance-therapeutics,Revance Therapeutics,http://www.revance.com,Biotechnology|Health Care,156820000,ipo,USA,CA,SF Bay Area,Newark,5,2002-01-01,2002-01,2002-Q1,2002,2007-12-12,2013-10-24,2007,2013
/organization/crowdstrike,CrowdStrike,http://www.crowdstrike.com,Security,156000000,operating,USA,CA,Anaheim,Irvine,3,2011-01-01,2011-01,2011-Q1,2011,2012-02-23,2015-07-13,2012,2015
/organization/canadian-solar,Canadian Solar,http://www.canadian-solar.com/en,Semiconductors,155111530,ipo,USA,CA,Ontario - Inland Empire,Ontario,3,2001-01-01,2001-01,2001-Q1,2001,2014-02-26,2015-06-19,2014,2015
/organization/sumo-logic,Sumo Logic,http://www.sumologic.com,Analytics,155000000,operating,USA,CA,SF Bay Area,Redwood City,4,2010-01-01,2010-01,2010-Q1,2010,2012-01-31,2015-06-01,2012,2015
/organization/amonix,Amonix,http://www.amonix.com,Clean Technology,154400000,operating,USA,CA,Los Angeles,Torrance,2,1989-01-01,1989-01,1989-Q1,1989,2009-11-24,2010-04-21,2009,2010
/organization/natera,Natera,http://www.natera.com,Biotechnology|Health Diagnostics,154100000,ipo,USA,CA,SF Bay Area,Redwood City,7,2004-01-01,2004-01,2004-Q1,2004,2008-12-05,2015-04-06,2008,2015
/organization/xojet,XOJET,http://www.xojet.com,Public Transportation,153450218,operating,USA,CA,SF Bay Area,San Carlos,2,2001-01-01,2001-01,2001-Q1,2001,2007-09-26,2009-12-16,2007,2009
/organization/roku,"Roku, Inc.",http://www.roku.com,Consumer Electronics|Entertainment|Hardware + Software,153100000,operating,USA,CA,SF Bay Area,Saratoga,8,2002-10-01,2002-10,2002-Q4,2002,2008-01-01,2014-10-22,2008,2014
/organization/tandem-diabetes-care,Tandem Diabetes Care,http://www.tandemdiabetes.com,Health Care,152001200,ipo,USA,CA,San Diego,San Diego,4,2008-01-01,2008-01,2008-Q1,2008,2008-07-07,2012-09-11,2008,2012
/organization/social-gaming-network,SGN (Social Gaming Network),http://www.sgn.com,Games,152000000,operating,USA,CA,Los Angeles,Culver City,5,2010-01-01,2010-01,2010-Q1,2010,2008-05-01,2015-07-23,2008,2015
/organization/lithiumtechnologies,Lithium Technologies,http://www.lithium.com,Social CRM|Software,151650012,operating,USA,CA,SF Bay Area,San Francisco,13,2001-08-06,2001-08,2001-Q3,2001,2007-04-17,2013-09-03,2007,2013
/organization/kareo,Kareo,http://www.kareo.com,Cloud Computing|Health Care Information Technology|Medical|Software|Startups,151299999,operating,USA,CA,Anaheim,Irvine,10,2004-02-01,2004-02,2004-Q1,2004,2005-04-25,2015-07-28,2005,2015
/organization/lytro,Lytro,http://www.lytro.com,Hardware|Hardware + Software|Photography|Software,150750000,operating,USA,CA,SF Bay Area,Mountain View,5,2011-01-01,2011-01,2011-Q1,2011,2008-08-23,2014-11-13,2008,2014
/organization/calix,Calix,http://www.calix.com,Semiconductors|Telecommunications|Television|VoIP|Web Hosting,150000000,ipo,USA,CA,Napa Valley,Petaluma,3,1999-01-01,1999-01,1999-Q1,1999,2003-02-07,2009-08-31,2003,2009
/organization/sientra,Sientra,http://www.sientra.com,Health Care,150000000,ipo,USA,CA,Santa Barbara,Santa Barbara,2,2007-01-01,2007-01,2007-Q1,2007,2007-04-18,2012-03-28,2007,2012
/organization/benvenue-medical,Benvenue Medical,http://www.benvenuemedical.com,Health Care,149465921,operating,USA,CA,SF Bay Area,Santa Clara,8,2004-01-01,2004-01,2004-Q1,2004,2008-01-07,2014-06-18,2008,2014
/organization/tercica,Tercica,http://www.ipsenus.com,Biotechnology,148500000,acquired,USA,CA,SF Bay Area,Brisbane,4,2002-01-01,2002-01,2002-Q1,2002,2002-03-27,2007-07-06,2002,2007
/organization/3par,3PAR,http://www.3par.com,Cloud Data Services|Services|Software,148000000,acquired,USA,CA,SF Bay Area,Fremont,3,1999-01-01,1999-01,1999-Q1,1999,2000-05-01,2004-02-10,2000,2004
/organization/zscaler,Zscaler,http://www.zscaler.com,Cloud Computing|Cloud Security|Data Security|Email|Internet|Mobile|Security,148000000,operating,USA,CA,SF Bay Area,San Jose,3,2008-01-01,2008-01,2008-Q1,2008,2012-08-30,2015-09-22,2012,2015
/organization/mobile-iron,Mobile Iron,http://mobileiron.com,Mobile,147584247,operating,USA,CA,SF Bay Area,Mountain View,5,2007-01-01,2007-01,2007-Q1,2007,2009-08-13,2013-08-29,2009,2013
/organization/prysm,Prysm,http://www.prysm.com/,Displays|Hardware + Software,147558930,operating,USA,CA,SF Bay Area,San Jose,3,2005-01-01,2005-01,2005-Q1,2005,2010-01-05,2011-10-27,2010,2011
