id,label,type,primaryCategory,allCategories,country,city,nodeDescription,startDate,endDate,latitude,longitude,SIC,url
28234A,Egyptian Gen Petro Corp,Company,Mining,"Mining;Mining;Mining;Finance, Insurance, And Real Estate;",Egypt,Cairo,,1993-02-23,,30.0488185,31.2436663,1311,
89151C,Total Mineraria SpA(TOTAL),Company,Mining,Mining;,Italy,,,,,42.6384261,12.674297,1311,
27885C,Ecofuel SpA,Company,Manufacturing,Manufacturing;,Italy,,,,,42.6384261,12.674297,2819,
01221X,ASM SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Construction;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Public Administration;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Brescia,,,,45.5399392,10.2204897,4911,
15713I,Ceskoslovenska Plavba Dunajska,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Slovakia,Bratislava,,1991-04-15,,48.1359085,17.1597440625,4412,
15713J,Ceske Energeticke-Power Plant,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Czech Republic,Melnick,,,,,,4911,
47116P,Jaslovske Bohnunice,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Czech Republic,Slovak Republic,,,,48.1409425,17.1070131810529,4911,
48669L,Kazakh Oil Co,Company,Mining,Mining;,Kazakhstan,,,,,47.2286086,65.2093197,1311,
48669J,Kazakhstan State Oil Co,Company,Mining,Mining;,Kazakhstan,,,,,47.2286086,65.2093197,1311,
50074L,Koraboimpex,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Bulgaria,,,,,42.6073975,25.4856617,4412,
00310K,AEM Torino SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Turin,,,,45.0709201,7.685972,4911,
45909N,Inrob Ltd,Company,Services,Services;,Israel,Yavne,,,,31.8761804,34.7380919,8711,
44605C,Intreprinderea de Masini Grele,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Romania,,,,,45.9852129,24.6859225,4911,
83668K,So Gas Service Srl,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,,,,,42.6384261,12.674297,4924,
84607P,Spazio Energia SrL,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Rivotorto Di Assisi,,2006-07-06,,43.0443848,12.6181987,4911,
29233W,Energetika e Plinstal,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Slovenia,Prebold,,1993-03-12,,46.2358001,15.0922149,4925,
49995A,OAO Krasnodarneftegaz,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
52719H,Lesvos Maritime Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Mytilini,,,,39.1061204,26.5538342,4412,
40235W,Guide Geoscience Technologies,Company,Mining,Mining;Mining;Manufacturing;,Egypt,Cairo,,,,30.0488185,31.2436663,1382,
44030Q,IOEC Inc(Agip SpA),Company,Mining,Mining;,Italy,,,1994-11-30,,42.6384261,12.674297,1311,
71673Y,Petromin SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Romania,,,1993-06-21,,45.9852129,24.6859225,4412,
83638C,SNN,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Romania,Bucharest,,,,44.4361414,26.1027443,4911,
90370E,Ukranafta,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Ukraine,,,,,49.4871968,31.2718321,6792,
90370W,Ukrnafta,Company,Mining,Mining;Mining;Mining;,Ukraine,Kyiv,,2007-07-12,,50.4501071,30.5240501,1311,
86468B,"Suez Petroleum Co Ltd,1 Other",Company,Mining,Mining;,Egypt,,,,,26.2540493,29.2675469,1311,
45257E,Immorent AG,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Austria,Wien,,,,48.2083537,16.3725042,6211,
68161Y,Olympic Consortium,Company,Mining,Mining;,Greece,,,,,39.000041,21.9999569,1311,
88168E,Texaco Exploration North Egypt,Company,Mining,Mining;,Egypt,,,1992-02-06,,26.2540493,29.2675469,1311,
13975P,Capitalia SpA,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Italy,Rome,,,,41.8935085,12.4825526,6211,
99014X,TsS Zvezdochka,Company,Manufacturing,Manufacturing;,Russian Fed,Severodvinsk,,,,64.5633236,39.8243248,3731,
09068M,Gruppo BIPOP,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Italy,,,,,42.6384261,12.674297,6211,
56043A,Maire Tecnimont SpA,Company,Services,"Services;Mining;Finance, Insurance, And Real Estate;",Italy,Roma,,,,41.8935085,12.4825526,8711,
30018E,Evergreen Capital Markets Ltd,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Israel,Tel Aviv,,,,32.0804808,34.7805274,6211,
89941W,Tulpar Munai Ltd,Company,Mining,Mining;Mining;,Kazakhstan,,,1995-04-17,,47.2286086,65.2093197,1311,
13036H,Calik Enerji Sanayi ve Ticaret,Company,Mining,Mining;Mining;Mining;,Turkey,Ankara,,2006-10-31,,39.9220794,32.853758,1311,
61531K,Monument Resources Caspian Ltd,Company,Mining,Mining;,Azerbaijan,,,1998-07-21,,40.3936294,47.7872508,1311,
55308E,MMTK International Transport,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Kazakhstan,,1993-10-01,,,,4412,
3A0288,RES Anatolia Holding AS,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Istanbul,,,,41.0096334,28.9651646,4911,
90351L,Uganskneftegas,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
24871A,DeNora,Company,Manufacturing,Manufacturing;,Italy,Milan,,,,45.4667971,9.1904984,2819,
70346T,Atomstroiexport JSC,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Moscow,,2007-05-28,,55.7516335,37.6187042,4911,
73162Z,Poltava Gasprom,Company,Mining,Mining;,Ukraine,,,1995-01-18,,49.4871968,31.2718321,1311,
73162Y,Poltavaneftegasgeologia,Company,Mining,Mining;,Ukraine,,,1995-01-18,,49.4871968,31.2718321,1311,
73162F,Poltavskaya Gas and Oil Co,Company,Mining,Mining;,Ukraine,,,,,49.4871968,31.2718321,1311,
78633M,Sadra,Company,Manufacturing,Manufacturing;,Iran,,,,,32.9407496,52.9471344,3731,
46514Q,Isramco Negev,Company,Mining,Mining;,Israel,,,1990-09-11,,30.8760272,35.0015196,1311,
00583W,AEM Cremona SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Cremona,,2006-07-28,,45.1346168,10.0251103,4911,
12018Y,Bulgargas(Bulgaria),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Bulgaria,,,1995-05-19,,42.6073975,25.4856617,4922,
09985R,Bormioli Rocco SpA,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;Wholesale Trade;Manufacturing;Manufacturing;,Italy,Fidenza,,,,44.8639701,10.0666684,3221,
05477J,Azerigas,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Azerbaijan,,,1994-06-12,,40.3936294,47.7872508,4922,
45533Z,Industrial Scientific Centre,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
05847R,Balkanneft,Company,Mining,Mining;,Turkmenistan,,,,,39.3763807,59.3924609,1311,
24810V,Demiroren Group,Company,Mining,Mining;Mining;,Turkey,,,,,38.9597594,34.9249653,1311,
80408V,SAT,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Sassuolo (Mo),,,,44.5409769,10.7829023,4924,
30733R,DVMP,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Vladivostok,,,,43.1150678,131.8855768,4412,
28242F,EGAS,Company,Mining,"Transportation, Communications, Electric, Gas, And Sanitary Services;Mining;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Mining;Mining;Mining;",Egypt,Cairo,,2001-11-12,,30.0488185,31.2436663,1311,
87795F,Tecsol Scrl,Company,Services,Services;Services;,Italy,Ravenna,,,,44.4161414,12.2017617,8711,
99170R,ZAO Grand-Express,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
79592Q,Samarneftegaz,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
56268K,MangistauMunaiGaz,Company,Mining,Mining;,Kazakhstan,,,,,47.2286086,65.2093197,1311,
56268H,Mangistaumunaigas Production,Company,Mining,Mining;,Kazakhstan,,,,,47.2286086,65.2093197,1311,
61634Q,Moplefan SpA,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;,Italy,,,,,42.6384261,12.674297,2819,
0C2121,Rezhwan Co,Company,Mining,Mining;Mining;Mining;,Iraq,Kurdistan,,,,35.450909,44.410333,1311,
12334K,Butan Gas SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Wholesale Trade;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,"Milano, Milano",,,,45.4667971,9.1904984,4925,
23933Q,Enisud,Company,Mining,Mining;,Italy,,,,,42.6384261,12.674297,1311,
28621A,Elektron dd(Croatia),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Croatia,,,,,45.5643442,17.0118954,4911,
0A0001,Basra Intl Oil & Gas Hub,Company,Mining,Mining;Mining;Mining;,Iraq,Basra,,,,30.4952367,47.8090981,1381,
Fluxys_node,Fluxys SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Belgium,Brussels,,,,50.8465565,4.351697,4922,
11221F,Bromide Group(Israel Chems),Company,Manufacturing,Manufacturing;Manufacturing;,Israel,,,,,30.8760272,35.0015196,2819,
59041C,Merty Enerji Petrol Arama,Company,Mining,Mining;Mining;Mining;,Turkey,Gaziosmanpasa,,,,41.0734206,28.9015811536258,1311,
4A3596,DESFA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Halandri,,,,,,4922,
83388J,Italgas SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Torino,,1998-02-13,,45.0709201,7.685972,4922,
80373L,Sarlis Container Services,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Piraeus,,,,37.9440078,23.6483599,4412,
89094N,Transmashholding Bombardier,Company,Services,Services;Manufacturing;Services;,Russian Fed,Moscow,,,,55.7516335,37.6187042,8711,
99054Q,Zarit,Company,Mining,Mining;Mining;Mining;,Turkmenistan,,,,,39.3763807,59.3924609,1311,
55446E,Mapna Group,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Iran,Tehran,,,,35.686172,51.4223519,4911,
20825F,Conoco Timon-Pechora Ltd,Company,Mining,Manufacturing;Mining;,Russian Fed,,,1992-06-18,,64.6863136,97.7453061,1311,
04756A,Atilla Dogan,Company,Mining,Mining;,Turkey,,,1994-02-15,,38.9597594,34.9249653,1311,
88224K,TGK-2,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Yaroslavl,,,,57.6263877,39.8933705,4911,
46876N,IPR Energy Red Sea Inc,Company,Mining,Mining;Mining;Mining;,Egypt,Cairo,,,,30.0488185,31.2436663,1311,
7A5129,Alkim Alkali Kimya AS,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;Manufacturing;,Turkey,Istanbul,,,,41.0096334,28.9651646,2819,
67449W,Obukhov Engineering Works,Company,Manufacturing,Manufacturing;Manufacturing;,Russian Fed,St Petersburg,,,,59.9393657,30.3153628,3533,
50122C,Kuibyshevneft(Russia),Company,Mining,Public Administration;Mining;,Russian Fed,,,1994-07-18,,64.6863136,97.7453061,1311,
46286L,Iran Group of Surveyors,Company,Services,Services;,Iran,Tehran,,,,35.686172,51.4223519,8711,
75843H,Renaissance Capital,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Russian Fed,Moscow,,,,55.7516335,37.6187042,6211,
82256P,Shell Development Sakhalin,Company,Mining,Mining;,Russian Fed,Sakhalin,,,,50.15947595,143.026504575,1311,
Statoil_node,Statoil ASA,Company,Mining,Wholesale Trade;Mining;Mining;Mining;,Norway,Stavanger,,2008-02-21,,58.9680427,5.7324722,1311,
48671Q,KazMorTransFlot CJSC,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Kazakhstan,Almaty,,,,43.21984255,76.9183518874968,4412,
04122Y,Arkhangelskgeoldobycha,Company,Mining,Mining;Mining;Mining;,Russian Fed,Arkhangelsk,,,,64.5430227,40.5371212,1311,
28090Z,Edison SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Manufacturing;Mining;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Mining;Mining;Mining;",Italy,Milan,,2008-01-24,,45.4667971,9.1904984,4911,
46265M,Iran Marine Industrial Co,Company,Manufacturing,Manufacturing;,Iran,Tehran,,,,35.686172,51.4223519,3731,
46265Z,Iranian Shipping Line,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Iran,,,,,32.9407496,52.9471344,4412,
67643Y,Iranian Offshore Engineering &,Company,Services,Services;,Iran,Tehran,,,,35.686172,51.4223519,8711,
35167A,Fram Shipping Ltd,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Ukraine,,,1992-10-22,,49.4871968,31.2718321,4412,
46639Z,Vyborg Shipyard JSC,Company,Manufacturing,Manufacturing;Manufacturing;,Russian Fed,Vyborg,,2008-07-22,,60.7092159,28.7440507,3731,
46025P,International Oil Corp,Company,Mining,Mining;Mining;Mining;,Georgia,,,,,32.3293809,-83.1137365,1311,
98841A,YuganskOil,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1382,
65497P,Nobel Oil,Company,Mining,Mining;,Russian Fed,,,1998-12-08,,64.6863136,97.7453061,1311,
88034J,Tengizmunaygaz(Kazkhstan),Company,Mining,Mining;,Kazakhstan,,,,,47.2286086,65.2093197,1311,
80693T,Schlumberger Logelco Inc,Company,Mining,Mining;Mining;Mining;,Kazakhstan,Atyrau,,,,47.105003,51.9235947,1311,
29138E,Emmedi,Company,Manufacturing,Manufacturing;Manufacturing;,Italy,,,,,42.6384261,12.674297,2819,
76696J,Rinnovabili Srl,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,,,,,42.6384261,12.674297,4911,
46947F,Iraq Drilling Co,Company,Mining,Mining;Mining;Mining;,Iraq,Baghdad,,,,33.3024248,44.3787992,1311,
22730W,CROSCO Naftni Servisi doo,Company,Mining,Mining;Mining;,Croatia,Zagreb,,,,45.8131545,15.9770298,1381,
91531H,Upetrom SA(Romania),Company,Manufacturing,Manufacturing;Mining;Mining;Mining;,Romania,Ploiesti,,1994-04-26,,44.9417468,26.0236504,3533,
29563F,Energia Futura SrL,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,,,,,42.6384261,12.674297,4911,
47489K,Kompaniya SIAM,Company,Mining,"Finance, Insurance, And Real Estate;",Russian Fed,Tomsk,,,,56.4887123,84.9523238,1382,
77773N,Rosenergoatom,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Moscow,,1994-07-29,,55.7516335,37.6187042,4911,
87740A,Turcas Elektrik Uretim AS,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,,,,,38.9597594,34.9249653,4911,
20170Z,CI Capital Holding Co SAE,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Egypt,Giza,,,,30.0170059,31.2134513,6211,
36135N,GADOT YAM,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Israel,,,,,30.8760272,35.0015196,4412,
12116H,BEGAS Energie AG,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Austria,Eisenstadt,,,,47.84621,16.5237586,4922,
67787A,Oil Exploration of Paz Ltd,Company,Mining,Mining;,Israel,,,1990-09-11,,30.8760272,35.0015196,1311,
01544K,Alexopoulos Power Development,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,,,,,39.000041,21.9999569,4911,
67787W,OIEC,Company,Services,Services;Construction;,Iran,Tehran,,,,35.686172,51.4223519,8711,
40394C,HC Securities & Investment SAE,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Egypt,Giza,,,,30.0170059,31.2134513,6211,
91797W,Uzpec Ltd,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Uzbekistan,,,,,41.32373,63.9528098,4922,
00358M,ASM Pavia SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Pavia,,2006-07-28,,45.1860043,9.1546375,4924,
98953E,Zihni Shipping Group,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Kazakhstan,,1993-10-01,,,,4412,
92306H,Vegas Oil & Gas SA,Company,Mining,Mining;Mining;Mining;,Greece,Maroussi,,,,38.04557465,23.8052716342941,1311,
36820Z,Genel Enerji AS,Company,Mining,Mining;Mining;Mining;,Turkey,Ankara,,,,39.9220794,32.853758,1311,
British_Petroleum_node,British Petroleum Co PLC,Company,Mining,"Manufacturing;Mining;Mining;Mining;Wholesale Trade;Manufacturing;Transportation, Communications, Electric, Gas, And Sanitary Services;Manufacturing;Manufacturing;Mining;Finance, Insurance, And Real Estate;Manufacturing;Mining;",United Kingdom,London,,1991-06-07,,51.5073219,-0.1276473,1382,
89012L,Tomskneft VNK,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
66947P,OOO Sinopetro,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
79380T,Saknaftoproducti(Georgia),Company,Mining,Mining;,Georgia,,,,,32.3293809,-83.1137365,1311,
98849F,Yukosneftegaz,Company,Mining,Mining;,Russian Fed,,,1993-11-29,,64.6863136,97.7453061,1311,
04388Y,Ascopiave SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Pieve Di Soligo,,,,45.8997613,12.1730811,4924,
02142V,Alte SA,Company,Services,Services;,Greece,,,1997-02-14,,39.000041,21.9999569,8711,
77830K,Rosstroigazificatia(Russia),Company,Construction,Construction;Manufacturing;,Russian Fed,Moscow,,,,55.7516335,37.6187042,1623,
36143E,Galichina Oil Refinery,Company,Mining,Mining;,Ukraine,Lvov,,2000-03-23,,49.8419505,24.0315968,1311,
Y7169G,Quintana Maritime Ltd,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Greece,Glyfada,,,,37.8615966,23.7545902,4412,
036336,Ansaldo SpA(FINEMECCANICA/IRI),Company,Services,Services;,Italy,Genoa,,1991-06-20,,44.40726,8.9338624,8711,
70644M,Pemneft,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
NOVATEK_node,NOVATEK,Company,Mining,Mining;Mining;Mining;,Russian Fed,Tarko-Sale,,2005-07-07,,64.9183927,77.7703583,1311,
69434M,Petrojet,Company,Services,Services;,Egypt,Cairo,,,,30.0488185,31.2436663,8711,
46511P,Israel Electric Corp,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Israel,Haifa,,,,32.8191218,34.9983856,4911,
87856E,Technigaz(Bouygues SA),Company,Mining,Mining;Mining;Mining;,Greece,,,,,39.000041,21.9999569,1311,
88131P,Tel Aviv Stock Exchange Ltd,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Services;",Israel,Tel-Aviv,,,,32.0804808,34.7805274,6211,
71785J,PIDEC,Company,Services,Services;Services;Services;,Iran,Shiraz,,,,29.6096054,52.5431763,8711,
61941N,Mosregiongaz,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,2008-06-27,,64.6863136,97.7453061,1311,
48666Z,NK KazMunaiGaz,Company,Mining,Mining;Mining;Mining;,Kazakhstan,Astana,,1993-03-08,,51.15092055,71.4388595154859,1311,
17040P,Chornomornaftohaz,Company,Mining,Mining;Mining;Mining;,Ukraine,Simferopol,,1998-06-05,,44.9521394,34.1024575,1311,
46190W,Investicni Banka,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Czech Republic,Praha 1,,,,50.0874654,14.4212503,6211,
83303M,Snamprogetti,Company,Mining,Mining;Mining;Mining;,Italy,San Donato Milanese (Milan),,,,45.41807,9.27165,1311,
49385X,Kiev Oktava,Company,Manufacturing,Manufacturing;Manufacturing;,Ukraine,,,,,49.4871968,31.2718321,3824,
49385I,Kyivenerho,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Ukraine,Kyiv,,1992-02-24,,50.4501071,30.5240501,4911,
49385K,Kiev Institute Enerhoproekt,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Ukraine,,,,,49.4871968,31.2718321,4911,
16414V,Chornomornaftohaz,Company,Mining,Mining;Mining;Mining;,Ukraine,Simferopol,,2005-08-03,,44.9521394,34.1024575,1311,
73140T,Polisan Kimya Sanayii AS,Company,Manufacturing,Wholesale Trade;Manufacturing;,Turkey,Gebze,,,,40.8006696,29.431767,2819,
2C8789,Snam SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Milan,,,,45.4667971,9.1904984,4923,
79338A,St Petersburg Neftenalivnoy,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,St Petersburg,,1993-02-10,,59.9393657,30.3153628,4412,
91382P,Universal Shipping,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Istanbul,,,,41.0096334,28.9651646,4412,
59025F,Merloni Progetto Energia,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Milan,,,,45.4667971,9.1904984,4911,
30277M,Fabbrica Italiana Apprchiatre,Company,Manufacturing,Manufacturing;,Italy,,,,,42.6384261,12.674297,3823,
46009L,International Oil Consortum,Company,Mining,Mining;,Czech Republic,,,,,49.8167003,15.4749544,1311,
